Organization,IP,Programme,Donor,Crisis,Status,BeneficiaryType,RuralUrban,Modality,RegionMap,DistrictMap,Settlement,Location,StartMonth,EndMonth,EndYear,LastUpdated,PIN,Target,PCM,CRFM,ReportYear,ProgrammeCategory,Id,Individuals,Households,Men,Women,Boys,Girls
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Warhajiin,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1317,196,31,32,29,70,65
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Dee,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1318,234,28,38,35,84,77
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Edaayimow,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1319,199,28,32,30,72,66
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Gawanow,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1320,238,33,39,35,86,79
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Hagarey,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1321,179,27,29,27,64,59
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Wargaboy,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1322,192,31,31,29,69,63
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Rakaale,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1323,143,21,23,21,51,47
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Buur Dhuxunle,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1324,198,29,32,29,71,65
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Gaba Degsoy,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1325,238,31,39,35,86,79
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Wardiid,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1326,134,21,22,20,48,44
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Gaal Weel,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1328,273,33,44,41,98,90
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Raama Dhaweye 2,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1332,164,22,27,24,59,54
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Raama Dhaweye 1,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1333,168,31,27,25,60,55
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Gurunle,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1334,185,33,30,28,66,61
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Sumudle,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1335,216,32,35,32,78,71
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Bula Boorka,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1336,355,45,58,53,128,117
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Gedo,Doolow,Doolow,Kabasa,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1327,5100,850,1020,901,1688,1491
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Gedo,Doolow,Doolow,kaxarey,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1329,600,100,120,106,199,175
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Lower Juba,Kismayo,Kismayo,N/A,31/03/2022,30/04/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1058,3000,500,552,488,1040,920
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Planned,NIDP,Urban,In-Kind,Gedo,Doolow,Doolow,N/A,31/10/2022,31/10/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1462,18000,3000,3600,3180,5958,5262
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Drought,Planned,NIDP,Urban,In-Kind,Gedo,Luuq,Luuq,N/A,31/10/2022,31/10/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1463,6000,1000,1173,995,2073,1758
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,31/05/2020,31/05/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,414,24000,3130,3602,3584,8428,8386
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,"Howlwadaag,Koshin,Bundo Weyne,Hawa Tako",31/05/2021,31/08/2021,2021,30/09/2022,3200000,2500000,Yes,Yes,2021,NFI,901,6000,1000,900,896,2107,2097
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Mixed,In-Kind,Middle Shabelle,Jowhar,Barrey,N/A,31/08/2021,31/08/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,900,6000,1000,1227,1116,1915,1742
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Berdale,N/A,30/11/2019,30/11/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,212,4080,680,1224,1632,612,612
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Berdale,N/A,30/11/2019,31/01/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,408,9000,1178,1458,1338,3234,2970
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Return,Completed,RRET,Urban,In-Kind,Lower Juba,Kismayo,Kismayo,N/A,28/02/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1059,168,28,31,27,58,51
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Eviction,Completed,EVIC,Urban,In-Kind,Banadir,Banadir,Mogadishu,Kaxda,30/09/2021,31/10/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,907,1368,260,242,227,463,435
UNHCR,AVORD,NFI KITS,UNHCR donor - various,Eviction,Completed,NIDP,Mixed,In-Kind,Bakool,Xudur,Xudur,"Shiidle IDP, Amaari IDP, Buulow IDP, Sheik Aweys IDP,Bula Mijing IDP, Horseed IDP and Bula Jadiid IDP",30/06/2021,31/07/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,899,4500,750,966,823,1464,1247
UNHCR,AVORD,NFI KITS,UNHCR donor - various,COVID-19,Completed,PIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,31/05/2020,31/05/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,399,6000,784,972,892,2156,1980
UNHCR,AVORD,NFI KITS,Non CERF,Drought,Planned,NIDP,Mixed,In-Kind,Bakool,Xudur,Xudur,N/A,31/10/2022,31/10/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1460,6000,1000,1288,1097,1952,1663
UNHCR,AVORD,NFI KITS,Non CERF,Drought,Planned,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,31/10/2022,31/10/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1461,6000,1000,972,892,2156,1979
UNHCR,AVORD,TRANSITIONAL SHELTER,UNHCR donor - various,Conflict/Insecurity,Completed,PIDP,Mixed,In-Kind,Bay,Baidoa,Berdale/Horseed,"Wadajir, Isha, Berdale, Towfiq, Horseed and Howlwadag",31/05/2021,31/05/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,SHELTER,898,528,88,86,79,190,174
UNHCR,AVORD,TRANSITIONAL SHELTER,UNHCR donor - various,Conflict/Insecurity,Completed,PIDP,Mixed,In-Kind,Bay,Baidoa,Eddayin/Mowlli,"Edayin, Beledul Amin2, Hassanow Mumin,Madata1 & Gelgelone2",31/05/2021,31/05/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,SHELTER,897,138,23,22,21,50,46
UNHCR,AVORD,TRANSITIONAL SHELTER,UNHCR donor - various,Drought,Ongoing,NIDP,Urban,In-Kind,Gedo,Doolow,Doolow,Ladan,31/01/2022,31/10/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1465,528,88,106,93,175,154
UNHCR,AVORD,TRANSITIONAL SHELTER,UNHCR donor - various,Drought,Planned,NIDP,Mixed,In-Kind,Gedo,Doolow,Doolow,Ladan,31/01/2022,31/10/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1466,460,88,92,81,152,134
UNHCR,AVORD,TRANSITIONAL SHELTER,UNHCR donor - various,Protracted,Completed,PIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,31/10/2020,31/10/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,SHELTER,540,900,118,146,134,323,297
UNHCR,AVORD,TRANSITIONAL SHELTER,UNHCR donor - various,Protracted,Completed,PIDP,Urban,In-Kind,Lower Juba,Afmadow,Dhobley,"Danwadag,",31/08/2022,30/06/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1139,360,60,65,58,125,112
UNHCR,AVORD,TRANSITIONAL SHELTER,UNHCR donor - various,Protracted,Ongoing,NIDP,Urban,Cash + In-Kind,Banadir,#N/A,Mogadishu,N/A,30/09/2022,31/03/2023,2023,30/09/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1480,6000,1000,1063,997,2033,1907
UNHCR,AVORD,TRANSITIONAL SHELTER,UNHCR donor - various,Eviction,Completed,PIDP,Urban,In-Kind,Lower Juba,Kismayo,Kismayo,Mubarak,31/01/2022,30/04/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1292,180,30,33,29,62,55
UNHCR,AVORD,TRANSITIONAL SHELTER,UNHCR donor - various,Eviction,Completed,PIDP,Urban,In-Kind,Lower Juba,Kismayo,Kismayo,Burdhere,31/01/2022,30/04/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1293,180,30,33,29,62,55
UNHCR,AVORD,TRANSITIONAL SHELTER,Non CERF,Drought,Planned,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,31/10/2022,31/10/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1464,1032,172,167,153,371,340
UNHCR,AYUUB,NFI NON KITS,UNHCR donor - various,Flood,Completed,NIDP,Rural,In-Kind,Lower Shabelle,Afgooye,Afgooye,Baal Guri,30/11/2019,31/01/2020,2020,30/09/2022,2200000,1400000,No,No,2020,NFI,425,6000,794,1096,904,2192,1808
UNHCR,AYUUB,NFI NON KITS,UNHCR donor - various,Flood,Completed,NIDP,Rural,In-Kind,Lower Shabelle,Afgooye,Afgooye,Hawa Tako,30/11/2019,31/01/2020,2020,30/09/2022,2200000,1400000,No,No,2020,NFI,430,6000,794,1096,904,2192,1808
UNHCR,CCBRS,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Mixed,In-Kind,Togdheer,Sheikh,Sheikh,N/A,31/01/2019,31/01/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,3,2688,448,690,818,712,468
UNHCR,DRC,EMERGENCY SHELTER,UNHCR donor - various,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Gedo,Doolow,Doolow,N/A,31/12/2019,31/05/2020,2020,30/09/2022,2200000,1400000,No,Unk,2020,SHELTER,460,1080,169,216,191,357,316
UNHCR,DRC,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,PIDP,Mixed,Cash,Bari,Iskushuban,Iskushuban,N/A,31/01/2021,31/01/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,SHELTER,921,6000,1000,1150,1105,1910,1835
UNHCR,DRC,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,PIDP,Urban,Cash,Bari,Bossaso,Bossaso,"100 Bush, Abow, Bulo Elay, Biyo Kulule, Girible, Tawakal",31/12/2020,31/01/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,SHELTER,920,2400,400,457,445,759,739
UNHCR,DRC,EMERGENCY SHELTER,UNHCR donor - various,COVID-19,Completed,PIDP,Mixed,Cash,Bay,Baidoa,Baidoa,N/A,31/05/2020,31/08/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,SHELTER,637,1428,187,231,212,513,471
UNHCR,DRC,NFI KITS,UNHCR donor - various,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Gedo,Luuq,Luuq,N/A,31/12/2019,31/05/2020,2020,30/09/2022,2200000,1400000,No,Unk,2020,NFI,434,6000,908,1174,996,2072,1758
UNHCR,DRC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Mixed,In-Kind,Gedo,Doolow,Doolow,N/A,31/03/2020,30/04/2020,2020,30/09/2022,2200000,1400000,No,Unk,2020,NFI,459,6000,941,1200,1060,1986,1754
UNHCR,DRC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,Cash,Bari,Bossaso,Bossaso,N/A,31/12/2020,31/12/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,660,6000,1024,1142,1112,1898,1849
UNHCR,DRC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,Cash,Bari,Iskushuban,Xaafuun,Hafun & Ishukuban,31/12/2020,31/12/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,661,6000,1024,1150,1105,1910,1835
UNHCR,DRC,NFI KITS,UNHCR donor - various,Flood,Completed,NIDP,Urban,In-Kind,Bari,Bossaso,Bossaso,N/A,31/12/2020,31/12/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,659,3000,512,571,556,949,924
UNHCR,DRC,NFI KITS,UNHCR donor - various,COVID-19,Completed,PIDP,Mixed,Cash,Gedo,Doolow,Doolow,N/A,31/05/2020,31/08/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,638,6000,941,1200,1060,1986,1754
UNHCR,DRC,PERMANENT SHELTER,Qatar Foundation,Relocation,Completed,NIDP,Urban,In-Kind,Mudug,Gaalkacyo,"Gaalkacyo/Garsoor, Horumar",N/A,31/01/2019,30/11/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,SHELTER,213,1200,200,250,242,358,350
UNHCR,DRC,TRANSITIONAL SHELTER,UNHCR donor - various,Protracted,Completed,NIDP,Urban,In-Kind,Gedo,Doolow,Doolow,N/A,30/09/2020,31/10/2020,2020,30/09/2022,2200000,1400000,No,No,2020,SHELTER,539,300,47,60,53,99,88
UNHCR,NRC,EMERGENCY SHELTER,CERF,Drought,Completed,NIDP,Urban,Cash,Galgaduud,Dhuusamarreeb,Gur,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1112,2400,400,481,433,782,704
UNHCR,NRC,EMERGENCY SHELTER,CERF,Drought,Completed,NIDP,Urban,Cash,Galgaduud,Cadaado,Cadaado,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1110,2400,400,483,462,744,711
UNHCR,NRC,EMERGENCY SHELTER,CERF,Protracted,Completed,IRET,Urban,Cash,Galgaduud,Cabudwaaq,Cabudwaaq,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1107,1200,200,227,206,403,365
UNHCR,NRC,EMERGENCY SHELTER,UNHCR donor - various,Conflict/Insecurity,Completed,NIDP,Urban,Cash,Bari,Bossaso,Bossaso,N/A,31/01/2019,30/11/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,SHELTER,209,18000,3000,3746,3630,5368,5256
UNHCR,NRC,EMERGENCY SHELTER,UNHCR donor - various,Drought,Completed,NIDP,Mixed,Cash,Galgaduud,Dhuusamarreeb,Gur,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1115,400,67,80,72,130,117
UNHCR,NRC,EMERGENCY SHELTER,UNHCR donor - various,Drought,Completed,NIDP,Mixed,Cash,Galgaduud,Cabudwaaq,Cabudwaaq,N/A,31/01/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1103,300,50,57,51,101,91
UNHCR,NRC,EMERGENCY SHELTER,UNHCR donor - various,Drought,Completed,NIDP,Urban,Cash,Mudug,Gaalkacyo,Gaalkacyo,N/A,31/01/2022,31/07/2022,2022,30/09/2022,3600000,1200000,No,No,2022,SHELTER,1220,6000,1000,1188,1111,1913,1789
UNHCR,NRC,EMERGENCY SHELTER,UNHCR donor - various,Drought,Completed,NIDP,Urban,Cash,Galgaduud,Cadaado,Cadaado,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1105,400,67,81,77,124,119
UNHCR,NRC,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,NIDP,Mixed,Cash,Bari,Caluula,Caluula,"Bargal, Cadeeya, Mudiya, Qorahaad, Taageer, Dibir",28/02/2021,28/02/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,SHELTER,924,4200,700,835,744,1387,1234
UNHCR,NRC,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,NIDP,Mixed,Cash,Bari,Iskushuban,Iskushuban,"Iskushuban, Careysimo, Hiriro, Marreer, Kobriyaad, Yadan yobil",28/02/2021,28/02/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,SHELTER,923,3600,600,690,663,1146,1101
UNHCR,NRC,EMERGENCY SHELTER,UNHCR donor - various,Flood,Completed,NIDP,Urban,Cash,Bari,Bossaso,Bossaso,"Bossaso IDPs, Eelayo and Qow",28/02/2021,28/02/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,SHELTER,925,13800,2300,2626,2558,4365,4252
UNHCR,NRC,EMERGENCY SHELTER,UNHCR donor - various,Eviction,Completed,PIDP,Mixed,In-Kind,Bari,Bossaso,Bossaso,Farjano,31/01/2021,31/07/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,SHELTER,947,3462,577,659,642,1095,1067
UNHCR,NRC,NFI KITS,CERF,Drought,Completed,NIDP,Urban,In-Kind,Galgaduud,Dhuusamarreeb,Gur,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1113,2400,400,481,433,782,704
UNHCR,NRC,NFI KITS,CERF,Drought,Completed,NIDP,Urban,In-Kind,Galgaduud,Cadaado,Cadaado,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1111,1200,200,242,231,372,356
UNHCR,NRC,NFI KITS,CERF,Drought,Completed,NIDP,Urban,In-Kind,Galgaduud,Cabudwaaq,Cabudwaaq,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1108,1200,200,227,206,403,365
UNHCR,NRC,NFI KITS,UNHCR donor - various,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Bari,Bossaso,Bossaso,N/A,31/01/2019,30/11/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,208,41772,6962,8694,8426,12456,12196
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Mixed,Cash,Mudug,Gaalkacyo,Gaalkacyo,"Jeexdin, wada jir and Saalama",31/01/2022,31/07/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1120,24000,4000,4751,4443,7651,7155
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Mixed,Cash,Mudug,Gaalkacyo,Gaalkacyo,"Jeexdin, wada jir and Saalama",31/01/2022,30/09/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1477,27000,4500,5344,4998,8608,8050
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Mixed,Cash,Mudug,Hobyo,Hobyo,N/A,31/01/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1118,400,67,86,75,127,111
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Mixed,Cash,Mudug,Jariiban,Jariiban,N/A,31/01/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1119,400,67,81,74,128,117
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Mixed,Cash,Galgaduud,Cabudwaaq,Cabudwaaq,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1104,235,39,44,40,79,71
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Mixed,In-Kind,Woqooyi Galbeed,Hargeysa,Hargeysa,Qalax IDP site,31/05/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1222,117,16,25,23,35,33
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Mixed,In-Kind,Woqooyi Galbeed,Hargeysa,Hargeysa,Nasahablood B,30/04/2022,31/05/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1223,2670,445,580,535,809,746
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Rural,In-Kind,Awdal,Lughaye,Lughaye,Gocondhale,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1473,192,32,40,34,64,55
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Rural,In-Kind,Awdal,Lughaye,Lughaye,Hul xidhuunle,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1474,120,20,25,21,40,34
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Rural,In-Kind,Awdal,Lughaye,Lughaye,Tuurka,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1475,1398,233,289,248,463,398
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,Cash,Mudug,Gaalkacyo,Gaalkacyo,N/A,31/01/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1117,600,100,119,111,191,179
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,Cash,Mudug,Gaalkacyo,Gaalkacyo,Jeexdin,31/01/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1296,3000,500,594,555,956,894
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,Cash,Galgaduud,Dhuusamarreeb,Dhuusamarreeb,N/A,31/01/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1476,6000,1000,1202,1083,1954,1761
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Awdal,Lughaye,Lughaye,Ceel sheekh,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1472,198,33,41,35,66,56
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Sanaag,Ceerigaabo,Ceerigaabo,Fiqi fuliye,31/01/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1213,1800,300,348,322,586,543
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Sool,Laas Caanood,Laas Caanood,Maraaley,31/01/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1214,1800,300,329,294,621,556
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Sool,Laas Caanood,Laas Caanood,Dhagax iskurow,31/01/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1478,1800,300,329,294,621,556
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Togdheer,Burco,Burco,Alla aamin,31/01/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1210,3669,500,747,605,1280,1037
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Togdheer,Burco,Burco,Balidhiig,31/01/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1212,2400,400,488,396,837,679
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Togdheer,Burco,Burco,18 May,31/01/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1227,3900,650,794,643,1360,1103
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Togdheer,Burco,Burco,Gebogebo,31/01/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1228,1500,250,305,247,523,424
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Togdheer,Burco,Burco,Haji salah,31/01/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1229,2400,400,488,396,837,679
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Woqooyi Galbeed,Hargeysa,Hargeysa,Dami IDP - NC-3810-L13-100,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1122,72,12,16,14,22,20
UNHCR,NRC,NFI KITS,UNHCR donor - various,Drought,Completed,NIDP,Urban,In-Kind,Galgaduud,Dhuusamarreeb,Gur,N/A,31/03/2022,31/03/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1114,200,33,40,36,65,59
